Order ID,country_id,product_id,channel_id,Order Priority,Order Date,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
536144244,103,12,2,M,2013-12-15,2013-12-22,5851,154.06,90.93,901405.06,532031.43,369373.63
340224111,157,11,1,M,2020-03-23,2020-04-26,8730,651.21,524.96,5685063.3,4582900.8,1102162.5
519555747,130,2,2,C,2011-09-12,2011-09-19,6946,81.73,56.67,567696.58,393629.82,174066.76
438250482,16,5,1,C,2010-07-01,2010-07-11,6911,47.45,31.79,327926.95,219700.69,108226.26
430732142,35,8,2,C,2013-07-07,2013-07-18,2068,668.27,502.54,1381982.36,1039252.72,342729.64
451737058,32,6,1,M,2019-02-24,2019-04-07,7889,109.28,35.84,862109.92,282741.76,579368.16
526314055,124,3,1,C,2011-04-06,2011-04-30,6880,437.2,263.33,3007936.0,1811710.4,1196225.6
299824464,182,8,1,M,2017-12-26,2018-02-06,3576,668.27,502.54,2389733.52,1797083.04,592650.48
387942111,139,4,1,H,2010-02-26,2010-03-14,9546,9.33,6.92,89064.18,66058.32,23005.86
126653325,38,11,1,M,2013-07-26,2013-08-30,8388,651.21,524.96,5462349.48,4403364.48,1058985.0
722256934,23,10,1,L,2018-02-04,2018-02-25,732,255.28,159.42,186864.96,116695.44,70169.52
301364266,88,11,2,L,2015-02-13,2015-02-24,9238,651.21,524.96,6015877.98,4849580.48,1166297.5
660899150,19,3,2,H,2013-07-25,2013-08-26,3600,437.2,263.33,1573920.0,947988.0,625932.0
518097913,46,8,2,L,2013-03-01,2013-03-22,5541,668.27,502.54,3702884.07,2784574.14,918309.93
460509383,183,12,1,H,2020-07-02,2020-07-09,3815,154.06,90.93,587738.9,346897.95,240840.95
695994889,10,4,2,L,2011-08-02,2011-08-31,9209,9.33,6.92,85919.97,63726.28,22193.69
602728259,129,6,2,H,2012-01-18,2012-02-02,9541,109.28,35.84,1042640.48,341949.44,700691.04
979195821,68,6,1,M,2016-12-10,2016-12-19,4658,109.28,35.84,509026.24,166942.72,342083.52
894196403,51,11,1,C,2017-06-25,2017-08-04,1441,651.21,524.96,938393.61,756467.36,181926.25
836841332,154,2,1,M,2017-01-28,2017-01-28,8802,81.73,56.67,719387.46,498809.34,220578.12
466554439,51,3,2,H,2015-04-18,2015-05-12,2681,437.2,263.33,1172133.2,705987.73,466145.47
863072049,46,9,2,H,2013-03-16,2013-03-20,1054,152.58,97.44,160819.32,102701.76,58117.56
476442992,96,1,2,M,2018-09-23,2018-10-19,8924,421.89,364.69,3764946.36,3254493.56,510452.8
977028596,178,1,1,C,2019-11-25,2019-12-30,3328,421.89,364.69,1404049.92,1213688.32,190361.6
505502688,157,8,2,C,2011-08-12,2011-08-28,8334,668.27,502.54,5569362.18,4188168.36,1381193.82
422851598,74,3,1,M,2011-08-22,2011-09-08,39,437.2,263.33,17050.8,10269.87,6780.93
360374152,29,8,2,C,2012-07-15,2012-08-09,1575,668.27,502.54,1052525.25,791500.5,261024.75
469681680,172,4,2,M,2019-01-18,2019-02-27,8101,9.33,6.92,75582.33,56058.92,19523.41
972698009,155,11,1,C,2010-09-08,2010-10-28,1811,651.21,524.96,1179341.31,950702.56,228638.75
811659467,43,10,2,H,2011-04-02,2011-04-06,6928,255.28,159.42,1768579.84,1104461.76,664118.08
799114882,116,4,1,M,2019-04-20,2019-06-04,4707,9.33,6.92,43916.31,32572.44,11343.87
467925584,127,3,2,L,2013-07-09,2013-08-01,8433,437.2,263.33,3686907.6,2220661.89,1466245.71
321265399,124,2,1,C,2011-07-09,2011-08-09,8426,81.73,56.67,688656.98,477501.42,211155.56
482620656,183,11,1,H,2011-01-11,2011-02-03,7032,651.21,524.96,4579308.72,3691518.72,887790.0
245790183,62,1,2,C,2016-08-16,2016-09-27,3632,421.89,364.69,1532304.48,1324554.08,207750.4
324885308,37,4,1,C,2013-01-02,2013-02-14,9637,9.33,6.92,89913.21,66688.04,23225.17
604329860,95,2,2,L,2013-02-08,2013-02-28,3490,81.73,56.67,285237.7,197778.3,87459.4
588860166,176,9,2,L,2020-09-01,2020-10-03,5664,152.58,97.44,864213.12,551900.16,312312.96
753525054,65,1,1,L,2014-03-16,2014-04-09,3663,421.89,364.69,1545383.07,1335859.47,209523.6
293685853,52,5,2,H,2016-07-04,2016-07-09,7025,47.45,31.79,333336.25,223324.75,110011.5
275016391,101,1,1,C,2014-06-12,2014-07-06,2316,421.89,364.69,977097.24,844622.04,132475.2
483502995,111,4,2,L,2017-10-11,2017-11-19,8136,9.33,6.92,75908.88,56301.12,19607.76
775444495,2,2,2,M,2011-01-12,2011-01-12,113,81.73,56.67,9235.49,6403.71,2831.78
627452218,58,4,1,M,2012-04-28,2012-05-18,5910,9.33,6.92,55140.3,40897.2,14243.1
486449992,25,1,1,C,2014-07-14,2014-09-02,218,421.89,364.69,91972.02,79502.42,12469.6
419674146,72,7,1,H,2012-01-19,2012-01-20,9761,205.7,117.11,2007837.7,1143110.71,864726.99
564673507,52,5,1,H,2016-10-20,2016-11-17,8294,47.45,31.79,393550.3,263666.26,129884.04
679309403,82,2,2,L,2010-02-23,2010-04-09,1603,81.73,56.67,131013.19,90842.01,40171.18
591755664,69,5,1,M,2012-05-15,2012-05-20,2506,47.45,31.79,118909.7,79665.74,39243.96
650498616,21,11,1,H,2013-03-05,2013-04-01,5851,651.21,524.96,3810229.71,3071540.96,738688.75
374337089,92,8,2,H,2019-10-27,2019-11-10,3518,668.27,502.54,2350973.86,1767935.72,583038.14
702382409,65,7,2,C,2019-09-03,2019-10-09,9418,205.7,117.11,1937282.6,1102941.98,834340.62
844058406,3,5,2,C,2017-08-23,2017-10-12,4494,47.45,31.79,213240.3,142864.26,70376.04
529101407,94,2,1,L,2020-02-25,2020-03-20,1719,81.73,56.67,140493.87,97415.73,43078.14
457560241,126,4,1,M,2019-01-30,2019-02-17,1098,9.33,6.92,10244.34,7598.16,2646.18
949796235,127,5,1,M,2018-07-03,2018-07-05,4667,47.45,31.79,221449.15,148363.93,73085.22
596483218,15,6,2,L,2018-08-29,2018-10-07,1494,109.28,35.84,163264.32,53544.96,109719.36
308607518,43,8,2,C,2010-08-03,2010-09-22,2677,668.27,502.54,1788958.79,1345299.58,443659.21
167467963,141,8,1,C,2013-07-31,2013-09-15,6347,668.27,502.54,4241509.69,3189621.38,1051888.31
774675881,54,12,2,C,2016-05-02,2016-05-04,2663,154.06,90.93,410261.78,242146.59,168115.19
102155101,16,2,2,L,2014-05-31,2014-07-03,8819,81.73,56.67,720776.87,499772.73,221004.14
242141950,26,10,2,L,2015-07-26,2015-08-07,4039,255.28,159.42,1031075.92,643897.38,387178.54
657185256,26,4,2,L,2013-01-04,2013-01-10,4576,9.33,6.92,42694.08,31665.92,11028.16
430146348,83,2,1,M,2012-03-01,2012-04-13,8718,81.73,56.67,712522.14,494049.06,218473.08
514199054,145,6,1,C,2014-08-07,2014-09-14,1782,109.28,35.84,194736.96,63866.88,130870.08
582829701,157,6,1,H,2012-09-09,2012-09-29,1115,109.28,35.84,121847.2,39961.6,81885.6
379837119,101,3,1,C,2016-05-16,2016-05-23,1099,437.2,263.33,480482.8,289399.67,191083.13
169332635,181,5,2,H,2015-09-07,2015-10-09,8144,47.45,31.79,386432.8,258897.76,127535.04
285740077,86,4,1,M,2018-03-18,2018-03-29,5693,9.33,6.92,53115.69,39395.56,13720.13
683795773,60,3,2,M,2011-08-29,2011-09-28,9220,437.2,263.33,4030984.0,2427902.6,1603081.4
488548552,17,8,2,H,2011-12-20,2011-12-26,1228,668.27,502.54,820635.56,617119.12,203516.44
245359742,43,11,2,M,2015-03-13,2015-04-09,6255,651.21,524.96,4073318.55,3283624.8,789693.75
569903171,167,1,2,M,2013-07-22,2013-08-04,5868,421.89,364.69,2475650.52,2140000.92,335649.6
798165166,157,11,1,H,2011-06-19,2011-08-08,3664,651.21,524.96,2386033.44,1923453.44,462580.0
336444556,29,5,1,C,2020-03-06,2020-03-18,276,47.45,31.79,13096.2,8774.04,4322.16
911352670,117,1,2,L,2020-05-22,2020-06-28,8362,421.89,364.69,3527844.18,3049537.78,478306.4
719813334,54,8,1,L,2010-04-28,2010-06-16,7616,668.27,502.54,5089544.32,3827344.64,1262199.68
279062879,133,6,1,C,2011-02-07,2011-03-17,9762,109.28,35.84,1066791.36,349870.08,716921.28
176650130,107,4,2,H,2018-08-14,2018-09-14,3554,9.33,6.92,33158.82,24593.68,8565.14
620436418,37,3,2,H,2019-07-28,2019-08-15,9778,437.2,263.33,4274941.6,2574840.74,1700100.86
988595569,47,5,2,M,2018-03-16,2018-04-13,6252,47.45,31.79,296657.4,198751.08,97906.32
279613912,90,11,1,M,2020-04-08,2020-04-10,2825,651.21,524.96,1839668.25,1483012.0,356656.25
262290275,185,6,1,L,2016-12-23,2017-01-13,6376,109.28,35.84,696769.28,228515.84,468253.44
525735986,156,9,1,C,2011-09-27,2011-10-26,5816,152.58,97.44,887405.28,566711.04,320694.24
729374873,63,1,2,L,2014-10-23,2014-10-29,7088,421.89,364.69,2990356.32,2584922.72,405433.6
152943265,21,2,1,L,2016-07-28,2016-09-16,8166,81.73,56.67,667407.18,462767.22,204639.96
846489989,133,6,2,L,2014-04-03,2014-05-15,4054,109.28,35.84,443021.12,145295.36,297725.76
880376374,92,2,1,H,2017-04-10,2017-05-08,1788,81.73,56.67,146133.24,101325.96,44807.28
195276248,52,8,1,H,2020-07-11,2020-08-25,5436,668.27,502.54,3632715.72,2731807.44,900908.28
152175939,142,1,1,L,2020-05-25,2020-07-03,1097,421.89,364.69,462813.33,400064.93,62748.4
382374274,97,11,2,C,2020-02-20,2020-04-09,1900,651.21,524.96,1237299.0,997424.0,239875.0
137482583,71,8,1,L,2013-10-16,2013-11-07,3006,668.27,502.54,2008819.62,1510635.24,498184.38
539424693,110,8,1,H,2012-12-16,2013-02-02,6609,668.27,502.54,4416596.43,3321286.86,1095309.57
530436933,163,12,2,L,2020-01-19,2020-02-16,6931,154.06,90.93,1067789.86,630235.83,437554.03
923068130,42,5,1,C,2012-03-27,2012-03-27,5227,47.45,31.79,248021.15,166166.33,81854.82
350179612,39,12,2,L,2010-12-23,2011-01-11,4784,154.06,90.93,737023.04,435009.12,302013.92
214945209,140,2,1,C,2012-06-30,2012-07-26,5919,81.73,56.67,483759.87,335429.73,148330.14
640851247,114,11,1,M,2014-07-10,2014-08-02,980,651.21,524.96,638185.8,514460.8,123725.0
921696555,117,2,1,L,2010-12-10,2010-12-15,9348,81.73,56.67,764012.04,529751.16,234260.88
871592462,132,9,2,C,2018-07-12,2018-08-09,2433,152.58,97.44,371227.14,237071.52,134155.62
374962794,159,6,1,H,2018-02-19,2018-03-26,8678,109.28,35.84,948331.84,311019.52,637312.32
736543881,69,9,2,M,2013-07-05,2013-08-08,8557,152.58,97.44,1305627.06,833794.08,471832.98
631384551,64,2,1,L,2015-03-31,2015-04-21,9574,81.73,56.67,782483.02,542558.58,239924.44
154846131,135,4,1,L,2014-01-18,2014-01-23,1266,9.33,6.92,11811.78,8760.72,3051.06
372602450,88,12,2,C,2018-03-07,2018-04-10,200,154.06,90.93,30812.0,18186.0,12626.0
170639836,174,9,2,H,2016-01-04,2016-01-21,4974,152.58,97.44,758932.92,484666.56,274266.36
305257117,29,7,1,M,2013-06-14,2013-06-19,1219,205.7,117.11,250748.3,142757.09,107991.21
253065621,183,10,1,C,2017-12-05,2017-12-14,6596,255.28,159.42,1683826.88,1051534.32,632292.56
460989177,58,2,2,H,2011-08-18,2011-09-17,5796,81.73,56.67,473707.08,328459.32,145247.76
996264111,131,6,1,C,2010-04-28,2010-05-30,5545,109.28,35.84,605957.6,198732.8,407224.8
196439254,172,12,2,L,2015-04-03,2015-04-19,9595,154.06,90.93,1478205.7,872473.35,605732.35
519375932,160,7,1,C,2018-06-20,2018-08-07,3735,205.7,117.11,768289.5,437405.85,330883.65
893247973,17,6,1,H,2018-11-11,2018-12-13,780,109.28,35.84,85238.4,27955.2,57283.2
766541707,129,8,1,C,2016-11-02,2016-12-06,5580,668.27,502.54,3728946.6,2804173.2,924773.4
558055961,82,8,2,L,2019-08-26,2019-09-05,15,668.27,502.54,10024.05,7538.1,2485.95
306902062,12,5,1,H,2014-08-31,2014-09-29,7995,47.45,31.79,379362.75,254161.05,125201.7
122503840,168,5,2,C,2017-06-29,2017-08-15,464,47.45,31.79,22016.8,14750.56,7266.24
634597623,160,5,2,L,2013-02-28,2013-04-02,394,47.45,31.79,18695.3,12525.26,6170.04
743232238,30,7,1,M,2014-12-10,2015-01-26,7790,205.7,117.11,1602403.0,912286.9,690116.1
768769013,118,2,1,H,2016-03-18,2016-03-27,4690,81.73,56.67,383313.7,265782.3,117531.4
201881778,141,11,2,M,2017-03-19,2017-04-20,159,651.21,524.96,103542.39,83468.64,20073.75
853556859,150,2,2,L,2019-09-07,2019-10-13,5297,81.73,56.67,432923.81,300180.99,132742.82
105093085,85,10,1,C,2010-10-26,2010-11-28,8234,255.28,159.42,2101975.52,1312664.28,789311.24
358101785,92,12,2,L,2011-05-31,2011-07-19,9131,154.06,90.93,1406721.86,830281.83,576440.03
484506785,90,1,1,L,2017-01-07,2017-02-22,5179,421.89,364.69,2184968.31,1888729.51,296238.8
776544415,49,10,2,C,2014-01-03,2014-02-22,5604,255.28,159.42,1430589.12,893389.68,537199.44
696763503,23,1,1,H,2016-12-22,2017-01-18,6659,421.89,364.69,2809365.51,2428470.71,380894.8
228025376,53,11,2,C,2020-08-26,2020-08-29,6631,651.21,524.96,4318173.51,3481009.76,837163.75
323503863,7,4,2,L,2015-11-29,2016-01-14,837,9.33,6.92,7809.21,5792.04,2017.17
656685292,124,12,2,H,2016-07-09,2016-08-12,6626,154.06,90.93,1020801.56,602502.18,418299.38
971368491,132,9,1,H,2011-01-09,2011-02-14,8377,152.58,97.44,1278162.66,816254.88,461907.78
631664788,182,10,1,C,2010-11-05,2010-12-06,2503,255.28,159.42,638965.84,399028.26,239937.58
871998012,67,10,2,M,2012-11-18,2012-12-29,2444,255.28,159.42,623904.32,389622.48,234281.84
747104489,50,6,2,L,2015-07-13,2015-08-28,3676,109.28,35.84,401713.28,131747.84,269965.44
282033050,34,12,1,C,2013-05-05,2013-05-23,8702,154.06,90.93,1340630.12,791272.86,549357.26
922145020,105,11,1,M,2013-01-26,2013-03-08,2059,651.21,524.96,1340841.39,1080892.64,259948.75
583114230,54,10,1,H,2017-08-16,2017-09-22,5314,255.28,159.42,1356557.92,847157.88,509400.04
400927007,4,2,2,M,2010-01-11,2010-02-23,2066,81.73,56.67,168854.18,117080.22,51773.96
681882178,77,7,2,L,2012-03-28,2012-04-28,2944,205.7,117.11,605580.8,344771.84,260808.96
452591073,56,6,2,C,2015-08-20,2015-09-29,611,109.28,35.84,66770.08,21898.24,44871.84
609977519,154,12,1,L,2018-06-12,2018-07-26,4758,154.06,90.93,733017.48,432644.94,300372.54
771277844,100,10,2,M,2020-05-28,2020-06-30,7109,255.28,159.42,1814785.52,1133316.78,681468.74
624040877,132,12,1,H,2017-05-28,2017-06-30,6418,154.06,90.93,988757.08,583588.74,405168.34
376127946,124,12,2,C,2017-07-13,2017-08-17,3472,154.06,90.93,534896.32,315708.96,219187.36
305712878,136,4,2,C,2014-05-04,2014-05-22,6089,9.33,6.92,56810.37,42135.88,14674.49
311282002,93,4,2,L,2013-07-28,2013-08-20,4117,9.33,6.92,38411.61,28489.64,9921.97
361634147,26,12,1,L,2017-02-21,2017-03-24,4435,154.06,90.93,683256.1,403274.55,279981.55
945880639,40,4,2,C,2017-10-05,2017-11-10,5956,9.33,6.92,55569.48,41215.52,14353.96
823445308,168,7,2,M,2014-12-30,2015-01-17,4620,205.7,117.11,950334.0,541048.2,409285.8
174064481,43,1,2,H,2020-08-11,2020-09-03,8403,421.89,364.69,3545141.67,3064490.07,480651.6
147786986,143,4,1,H,2010-06-13,2010-07-17,2308,9.33,6.92,21533.64,15971.36,5562.28
614974153,61,9,1,L,2015-04-27,2015-06-15,3373,152.58,97.44,514652.34,328665.12,185987.22
616299808,48,10,1,L,2019-06-01,2019-06-01,5663,255.28,159.42,1445650.64,902795.46,542855.18
612750279,172,10,2,H,2019-02-18,2019-03-29,5279,255.28,159.42,1347623.12,841578.18,506044.94
235624396,156,12,2,M,2017-09-16,2017-11-05,5350,154.06,90.93,824221.0,486475.5,337745.5
536533486,178,4,2,H,2019-11-24,2019-12-26,1036,9.33,6.92,9665.88,7169.12,2496.76
837401378,136,7,2,C,2015-11-26,2015-12-21,4531,205.7,117.11,932026.7,530625.41,401401.29
980464398,63,5,2,M,2018-10-28,2018-11-26,58,47.45,31.79,2752.1,1843.82,908.28
878271377,103,9,2,C,2016-07-15,2016-08-19,8872,152.58,97.44,1353689.76,864487.68,489202.08
963683640,61,6,2,L,2019-10-19,2019-12-02,4259,109.28,35.84,465423.52,152642.56,312780.96
839875018,46,6,2,H,2014-02-22,2014-04-12,6537,109.28,35.84,714363.36,234286.08,480077.28
630331838,47,1,2,H,2018-09-08,2018-09-09,8053,421.89,364.69,3397480.17,2936848.57,460631.6
528852927,111,5,1,M,2016-08-14,2016-10-01,8188,47.45,31.79,388520.6,260296.52,128224.08
349549615,21,2,2,H,2014-01-09,2014-02-20,8354,81.73,56.67,682772.42,473421.18,209351.24
876845729,151,7,1,L,2013-02-20,2013-03-20,6991,205.7,117.11,1438048.7,818716.01,619332.69
715477597,88,10,1,M,2017-09-18,2017-10-02,4575,255.28,159.42,1167906.0,729346.5,438559.5
340494048,115,9,1,C,2016-12-14,2017-01-30,8610,152.58,97.44,1313713.8,838958.4,474755.4
747256410,161,9,2,M,2012-04-05,2012-05-08,8632,152.58,97.44,1317070.56,841102.08,475968.48
301438510,29,11,1,H,2011-11-22,2011-12-14,1209,651.21,524.96,787312.89,634676.64,152636.25
589026677,124,8,2,C,2014-11-28,2014-12-22,4938,668.27,502.54,3299917.26,2481542.52,818374.74
566319739,12,9,1,L,2016-07-16,2016-08-24,5451,152.58,97.44,831713.58,531145.44,300568.14
609929025,107,9,1,C,2013-07-04,2013-07-31,407,152.58,97.44,62100.06,39658.08,22441.98
266778361,69,9,2,L,2020-01-31,2020-03-10,4500,152.58,97.44,686610.0,438480.0,248130.0
504104077,124,2,2,H,2019-12-17,2020-01-27,4454,81.73,56.67,364025.42,252408.18,111617.24
559455001,116,7,2,M,2014-05-17,2014-06-18,4022,205.7,117.11,827325.4,471016.42,356308.98
190692460,58,9,1,M,2016-10-05,2016-11-03,8991,152.58,97.44,1371846.78,876083.04,495763.74
125990283,26,8,1,M,2015-04-30,2015-06-05,2179,668.27,502.54,1456160.33,1095034.66,361125.67
713834798,157,7,1,L,2010-06-22,2010-07-11,8435,205.7,117.11,1735079.5,987822.85,747256.65
573024833,102,6,2,M,2020-02-24,2020-03-30,9637,109.28,35.84,1053131.36,345390.08,707741.28
642671716,148,5,2,L,2010-04-30,2010-06-19,9697,47.45,31.79,460122.65,308267.63,151855.02
132199275,8,7,1,M,2018-01-05,2018-01-26,9558,205.7,117.11,1966080.6,1119337.38,846743.22
571343839,61,11,2,C,2017-07-14,2017-08-03,2193,651.21,524.96,1428103.53,1151237.28,276866.25
860154235,77,3,1,L,2011-06-21,2011-06-24,7607,437.2,263.33,3325780.4,2003151.31,1322629.09
418991792,41,11,1,M,2014-08-04,2014-09-18,7837,651.21,524.96,5103532.77,4114111.52,989421.25
538530337,89,12,2,L,2016-06-08,2016-06-10,1949,154.06,90.93,300262.94,177222.57,123040.37
329756200,44,8,2,C,2018-10-01,2018-11-20,1042,668.27,502.54,696337.34,523646.68,172690.66
773968207,159,1,2,C,2019-06-03,2019-07-21,3247,421.89,364.69,1369876.83,1184148.43,185728.4
672777688,155,1,2,C,2017-11-08,2017-12-01,8723,421.89,364.69,3680146.47,3181190.87,498955.6
698108470,126,1,1,C,2020-04-18,2020-05-25,4665,421.89,364.69,1968116.85,1701278.85,266838.0
242196881,177,7,1,M,2013-02-11,2013-02-26,294,205.7,117.11,60475.8,34430.34,26045.46
567591750,21,5,2,L,2010-12-01,2010-12-26,1867,47.45,31.79,88589.15,59351.93,29237.22
757154405,185,11,2,L,2019-02-11,2019-03-25,7669,651.21,524.96,4994129.49,4025918.24,968211.25
864058673,47,10,1,L,2017-11-21,2017-12-23,3017,255.28,159.42,770179.76,480970.14,289209.62
561790883,108,10,1,M,2010-04-29,2010-05-25,5261,255.28,159.42,1343028.08,838708.62,504319.46
494149863,73,6,1,L,2017-01-12,2017-02-23,8780,109.28,35.84,959478.4,314675.2,644803.2
925246942,150,12,1,L,2017-05-15,2017-05-24,9986,154.06,90.93,1538443.16,908026.98,630416.18
389505946,113,10,2,L,2018-11-30,2019-01-17,2320,255.28,159.42,592249.6,369854.4,222395.2
641663205,83,2,1,H,2020-01-26,2020-03-06,1256,81.73,56.67,102652.88,71177.52,31475.36
806767547,73,3,2,C,2015-05-21,2015-05-27,9300,437.2,263.33,4065960.0,2448969.0,1616991.0
530180299,126,2,2,C,2011-08-13,2011-09-15,987,81.73,56.67,80667.51,55933.29,24734.22
427575290,148,8,1,C,2011-09-02,2011-10-12,7885,668.27,502.54,5269308.95,3962527.9,1306781.05
734938848,127,10,2,C,2019-12-16,2019-12-29,3592,255.28,159.42,916965.76,572636.64,344329.12
858569800,54,12,2,L,2015-08-30,2015-09-27,8738,154.06,90.93,1346176.28,794546.34,551629.94
725079476,173,4,1,M,2011-07-19,2011-08-08,5985,9.33,6.92,55840.05,41416.2,14423.85
331391704,103,3,1,L,2016-07-16,2016-08-02,5024,437.2,263.33,2196492.8,1322969.92,873522.88
194742810,13,1,1,H,2019-09-06,2019-09-11,7580,421.89,364.69,3197926.2,2764350.2,433576.0
902681624,148,2,2,L,2016-11-09,2016-11-22,2407,81.73,56.67,196724.11,136404.69,60319.42
863069474,150,2,2,H,2016-02-28,2016-03-30,292,81.73,56.67,23865.16,16547.64,7317.52
354080188,26,9,1,C,2011-02-20,2011-03-29,9051,152.58,97.44,1381001.58,881929.44,499072.14
174200093,82,4,2,H,2018-03-28,2018-04-20,8534,9.33,6.92,79622.22,59055.28,20566.94
292228019,38,10,1,H,2017-12-21,2018-01-09,5620,255.28,159.42,1434673.6,895940.4,538733.2
297275292,4,9,1,H,2013-10-03,2013-10-23,9220,152.58,97.44,1406787.6,898396.8,508390.8
748765742,164,9,2,M,2015-11-06,2015-11-12,5277,152.58,97.44,805164.66,514190.88,290973.78
926435697,17,2,1,H,2014-08-16,2014-09-09,1765,81.73,56.67,144253.45,100022.55,44230.9
180333983,140,5,1,C,2018-01-02,2018-01-07,3688,47.45,31.79,174995.6,117241.52,57754.08
180821931,129,4,2,M,2014-01-11,2014-02-28,8082,9.33,6.92,75405.06,55927.44,19477.62
868573367,62,11,1,M,2018-12-22,2019-01-26,9016,651.21,524.96,5871309.36,4733039.36,1138270.0
904574620,122,8,2,C,2018-07-14,2018-07-31,2587,668.27,502.54,1728814.49,1300070.98,428743.51
820124518,54,11,1,M,2015-12-14,2016-01-12,1925,651.21,524.96,1253579.25,1010548.0,243031.25
766834390,49,10,1,H,2015-12-23,2016-01-12,2192,255.28,159.42,559573.76,349448.64,210125.12
966628062,28,6,2,C,2019-07-06,2019-08-05,5579,109.28,35.84,609673.12,199951.36,409721.76
361741864,101,8,2,L,2018-04-08,2018-04-17,6311,668.27,502.54,4217451.97,3171529.94,1045922.03
664724624,74,5,1,H,2010-10-23,2010-12-09,5643,47.45,31.79,267760.35,179390.97,88369.38
508437669,103,12,2,H,2018-08-05,2018-09-21,6860,154.06,90.93,1056851.6,623779.8,433071.8
396054828,46,7,2,C,2016-06-16,2016-08-04,280,205.7,117.11,57596.0,32790.8,24805.2
451062428,33,9,2,H,2012-10-28,2012-11-05,8251,152.58,97.44,1258937.58,803977.44,454960.14
867259299,34,11,2,L,2012-04-08,2012-04-26,154,651.21,524.96,100286.34,80843.84,19442.5
558756768,137,1,2,L,2010-03-09,2010-04-11,7399,421.89,364.69,3121564.11,2698341.31,423222.8
309978663,34,8,1,M,2019-07-05,2019-08-23,8430,668.27,502.54,5633516.1,4236412.2,1397103.9
525661313,4,11,2,L,2011-11-23,2011-12-15,3719,651.21,524.96,2421849.99,1952326.24,469523.75
780853545,150,12,2,L,2019-05-01,2019-06-20,771,154.06,90.93,118780.26,70107.03,48673.23
270916688,91,2,1,L,2011-02-20,2011-03-31,9123,81.73,56.67,745622.79,517000.41,228622.38
961524569,13,8,2,L,2016-12-17,2017-01-25,5342,668.27,502.54,3569898.34,2684568.68,885329.66
838663518,63,2,2,H,2014-06-24,2014-07-03,8027,81.73,56.67,656046.71,454890.09,201156.62
658632361,128,6,1,M,2020-04-18,2020-06-07,2807,109.28,35.84,306748.96,100602.88,206146.08
798042428,163,5,1,H,2020-06-12,2020-07-04,7344,47.45,31.79,348472.8,233465.76,115007.04
803817546,126,12,2,M,2018-07-06,2018-08-01,6329,154.06,90.93,975045.74,575495.97,399549.77
743194043,125,8,2,M,2019-07-27,2019-08-23,6488,668.27,502.54,4335735.76,3260479.52,1075256.24
753720748,41,5,1,L,2014-02-28,2014-03-26,1574,47.45,31.79,74686.3,50037.46,24648.84
593258988,67,8,1,H,2015-09-22,2015-10-31,7373,668.27,502.54,4927154.71,3705227.42,1221927.29
989982593,136,9,2,C,2012-06-18,2012-07-07,6704,152.58,97.44,1022896.32,653237.76,369658.56
492377889,77,6,1,C,2015-06-22,2015-07-25,4414,109.28,35.84,482361.92,158197.76,324164.16
419243705,144,7,2,M,2010-08-14,2010-09-20,2384,205.7,117.11,490388.8,279190.24,211198.56
809691369,128,3,1,L,2017-05-09,2017-06-27,4524,437.2,263.33,1977892.8,1191304.92,786587.88
873144710,12,11,1,H,2019-03-14,2019-04-07,1778,651.21,524.96,1157851.38,933378.88,224472.5
339340054,182,7,2,L,2011-11-18,2011-12-23,7118,205.7,117.11,1464172.6,833588.98,630583.62
808326232,113,11,1,H,2019-05-13,2019-06-21,550,651.21,524.96,358165.5,288728.0,69437.5
800464570,177,11,1,L,2013-08-20,2013-08-27,4109,651.21,524.96,2675821.89,2157060.64,518761.25
706428897,112,12,2,C,2016-04-30,2016-04-30,6864,154.06,90.93,1057467.84,624143.52,433324.32
537205541,89,5,2,H,2018-06-26,2018-08-07,9912,47.45,31.79,470324.4,315102.48,155221.92
374093329,93,3,2,M,2017-12-30,2018-02-09,1384,437.2,263.33,605084.8,364448.72,240636.08
818703591,166,9,2,M,2014-04-08,2014-05-03,1441,152.58,97.44,219867.78,140411.04,79456.74
742960155,71,6,1,L,2013-07-18,2013-07-23,7275,109.28,35.84,795012.0,260736.0,534276.0
439099347,133,1,1,H,2012-11-22,2012-12-01,8109,421.89,364.69,3421106.01,2957271.21,463834.8
269669997,7,2,2,L,2016-03-20,2016-03-20,200,81.73,56.67,16346.0,11334.0,5012.0
217533433,48,2,1,C,2018-03-30,2018-04-07,1832,81.73,56.67,149729.36,103819.44,45909.92
335863482,7,10,2,C,2020-07-16,2020-09-01,8323,255.28,159.42,2124695.44,1326852.66,797842.78
298146474,119,5,2,H,2015-06-29,2015-08-15,7022,47.45,31.79,333193.9,223229.38,109964.52
748181235,26,5,2,L,2013-01-07,2013-02-02,2309,47.45,31.79,109562.05,73403.11,36158.94
150079095,184,9,2,C,2013-11-12,2013-11-26,594,152.58,97.44,90632.52,57879.36,32753.16
638263881,161,3,1,H,2014-12-03,2015-01-05,5321,437.2,263.33,2326341.2,1401178.93,925162.27
367471921,153,2,1,H,2014-08-01,2014-08-13,1962,81.73,56.67,160354.26,111186.54,49167.72
262752044,23,4,2,H,2018-02-05,2018-03-01,3024,9.33,6.92,28213.92,20926.08,7287.84
869465577,58,5,1,L,2010-10-30,2010-11-01,3041,47.45,31.79,144295.45,96673.39,47622.06
